# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         0   -3.5302495211e+01    8.5824060983e-01    2.0481631174e+03    2.0480000000e+03    0.0000000000e+00   -3.5294523980e+01    9.9564367853e-01    1.0000000000e+00
         1   -3.5322205055e+01    8.9074529261e-01    2.0483991406e+03    2.0480000000e+03    0.0000000000e+00   -3.5306477410e+01    9.9542408996e-01    9.8437500000e-01
         2   -3.5325921411e+01    8.3738324710e-01    2.0416409860e+03    2.0420000000e+03    7.5000000000e-01   -3.5331948748e+01    9.9545558459e-01    9.9216454456e-01
         3   -3.5325960884e+01    8.4163625111e-01    2.0483963017e+03    2.0420000000e+03    1.0000000000e+00   -3.5170430523e+01    9.9510815402e-01    9.9559255632e-01
         4   -3.5357457227e+01    8.7222866213e-01    2.0502414632e+03    2.0500000000e+03    2.5000000000e-01   -3.5335635281e+01    9.9570158925e-01    9.9707317073e-01
         5   -3.5339152589e+01    8.8151736276e-01    2.0583481694e+03    2.0610000000e+03    5.0000000000e-01   -3.5412150525e+01    9.9522355669e-01    9.9320718098e-01
         6   -3.5359191026e+01    8.6014705151e-01    2.0500546111e+03    2.0600000000e+03    7.5000000000e-01   -3.5591157312e+01    9.9635829698e-01    9.9077669903e-01
         7   -3.5369142866e+01    8.6618156300e-01    2.0521010955e+03    2.0540000000e+03    5.0000000000e-01   -3.5409327284e+01    9.9494458622e-01    9.9464459591e-01
         8   -3.5378044182e+01    8.7369765559e-01    2.0440086065e+03    2.0480000000e+03    5.0000000000e-01   -3.5469167152e+01    9.9538042179e-01    9.9121093750e-01
         9   -3.5375855729e+01    8.4120192975e-01    2.0439082119e+03    2.0400000000e+03    5.0000000000e-01   -3.5280502971e+01    9.9528551508e-01    9.9411764706e-01
        10   -3.5385596968e+01    8.5798941363e-01    2.0532908971e+03    2.0490000000e+03    5.0000000000e-01   -3.5275858630e+01    9.9501154847e-01    9.9316739873e-01
        11   -3.5393774158e+01    8.5426082213e-01    2.0429429324e+03    2.0480000000e+03    2.5000000000e-01   -3.5514602692e+01    9.9590929693e-01    9.9072265625e-01
        12   -3.5391824716e+01    8.0198943636e-01    2.0510450190e+03    2.0460000000e+03    7.5000000000e-01   -3.5270157910e+01    9.9533923834e-01    9.9315738025e-01
        13   -3.5380573081e+01    8.1274524125e-01    2.0437324047e+03    2.0470000000e+03    7.5000000000e-01   -3.5466110789e+01    9.9539949059e-01    9.9364924279e-01
        14   -3.5401814877e+01    8.6800519189e-01    2.0506341508e+03    2.0460000000e+03    5.0000000000e-01   -3.5276275037e+01    9.9524119555e-01    9.9169110459e-01
        15   -3.5430381610e+01    8.3396115542e-01    2.0460653940e+03    2.0480000000e+03    1.0000000000e+00   -3.5466083875e+01    9.9558480483e-01    9.9121093750e-01
        16   -3.5440154267e+01    8.1913867655e-01    2.0441899084e+03    2.0420000000e+03    7.5000000000e-01   -3.5383127695e+01    9.9528315291e-01    9.9461312439e-01
        17   -3.5440860107e+01    8.3927403202e-01    2.0477722140e+03    2.0440000000e+03    5.0000000000e-01   -3.5347047817e+01    9.9533359768e-01    9.9461839530e-01
        18   -3.5470152048e+01    8.4185782450e-01    2.0539003512e+03    2.0530000000e+03    5.0000000000e-01   -3.5435298615e+01    9.9578428547e-01    9.9464198734e-01
        19   -3.5454030727e+01    8.4034598185e-01    2.0527964281e+03    2.0590000000e+03    5.0000000000e-01   -3.5613996480e+01    9.9526026237e-01    9.9222923749e-01
        20   -3.5477171281e+01    8.0057405854e-01    2.0496624588e+03    2.0540000000e+03    7.5000000000e-01   -3.5570994110e+01    9.9496468634e-01    9.9221032132e-01
        21   -3.5455461040e+01    8.6017837666e-01    2.0504667556e+03    2.0510000000e+03    5.0000000000e-01   -3.5477982700e+01    9.9517433983e-01    9.9609946368e-01
        22   -3.5474874379e+01    9.6580749055e-01    2.0618917175e+03    2.0620000000e+03    5.0000000000e-01   -3.5467519906e+01    9.9548212214e-01    9.9224054316e-01
        23   -3.5494141118e+01    1.0470515441e+00    2.0560342714e+03    2.0560000000e+03    5.0000000000e-01   -3.5475929064e+01    9.9539389048e-01    9.9221789883e-01
        24   -3.5467503598e+01    8.3493131721e-01    2.0527723602e+03    2.0530000000e+03    7.5000000000e-01   -3.5479327264e+01    9.9511674627e-01    9.9464198734e-01
        25   -3.5445276710e+01    7.8572004535e-01    2.0551559997e+03    2.0560000000e+03    5.0000000000e-01   -3.5476157826e+01    9.9603590371e-01    9.9416342412e-01
        26   -3.5450051457e+01    7.7786655462e-01    2.0498470353e+03    2.0510000000e+03    2.5000000000e-01   -3.5472559405e+01    9.9534855396e-01    9.9561189664e-01
        27   -3.5460073350e+01    7.7919586335e-01    2.0484450896e+03    2.0490000000e+03    7.5000000000e-01   -3.5467255693e+01    9.9504929140e-01    9.9219131284e-01
        28   -3.5474459220e+01    7.8693451572e-01    2.0410542703e+03    2.0410000000e+03    2.5000000000e-01   -3.5465786422e+01    9.9545271292e-01    9.9363057325e-01
        29   -3.5484288616e+01    8.1958432894e-01    2.0416580134e+03    2.0410000000e+03    2.5000000000e-01   -3.5463159672e+01    9.9509372459e-01    9.9363057325e-01
        30   -3.5468113575e+01    8.3892351010e-01    2.0404225713e+03    2.0400000000e+03    7.5000000000e-01   -3.5465228599e+01    9.9506192487e-01    9.9460784314e-01
        31   -3.5488307175e+01    7.7230340132e-01    2.0395118746e+03    2.0390000000e+03    1.0000000000e+00   -3.5464603617e+01    9.9580846733e-01    9.9264345267e-01
        32   -3.5488830346e+01    7.3999293346e-01    2.0329276391e+03    2.0320000000e+03    7.5000000000e-01   -3.5465823588e+01    9.9610327378e-01    9.9311023622e-01
        33   -3.5508281284e+01    7.2558960300e-01    2.0324200923e+03    2.0310000000e+03    7.5000000000e-01   -3.5464040300e+01    9.9493879253e-01    9.9606105367e-01
        34   -3.5503050107e+01    7.5501003859e-01    2.0435856617e+03    2.0420000000e+03    7.5000000000e-01   -3.5466423050e+01    9.9581857576e-01    9.9314397649e-01
        35   -3.5505601709e+01    8.0677523027e-01    2.0411715348e+03    2.0400000000e+03    7.5000000000e-01   -3.5473834452e+01    9.9499058238e-01    9.9656862745e-01
        36   -3.5512461730e+01    8.0822442087e-01    2.0432029984e+03    2.0420000000e+03    2.5000000000e-01   -3.5474503028e+01    9.9519958748e-01    9.9314397649e-01
        37   -3.5518180838e+01    8.2802833167e-01    2.0363343214e+03    2.0350000000e+03    7.5000000000e-01   -3.5477534184e+01    9.9477639216e-01    9.9262899263e-01
        38   -3.5519626895e+01    8.2002670344e-01    2.0315553816e+03    2.0300000000e+03    2.5000000000e-01   -3.5476294668e+01    9.9510439725e-01    9.9310344828e-01
        39   -3.5520997872e+01    8.3630180891e-01    2.0338213650e+03    2.0320000000e+03    2.5000000000e-01   -3.5475925066e+01    9.9525359855e-01    9.9311023622e-01
        40   -3.5511939766e+01    8.2501186295e-01    2.0335704736e+03    2.0320000000e+03    7.5000000000e-01   -3.5478890377e+01    9.9593357688e-01    9.9458661417e-01
        41   -3.5514743722e+01    8.2198513936e-01    2.0342781877e+03    2.0330000000e+03    7.5000000000e-01   -3.5480009970e+01    9.9532493391e-01    9.9311362518e-01
        42   -3.5513522681e+01    7.1687356889e-01    2.0282444659e+03    2.0270000000e+03    5.0000000000e-01   -3.5481615340e+01    9.9578500795e-01    9.9407992107e-01
        43   -3.5527204763e+01    7.8632943464e-01    2.0296713871e+03    2.0280000000e+03    5.0000000000e-01   -3.5479739894e+01    9.9520264066e-01    9.9506903353e-01
        44   -3.5548436985e+01    7.8552205824e-01    2.0321342812e+03    2.0300000000e+03    2.5000000000e-01   -3.5482016996e+01    9.9583016952e-01    9.9556650246e-01
        45   -3.5534754502e+01    7.3996500097e-01    2.0301524319e+03    2.0280000000e+03    5.0000000000e-01   -3.5485526912e+01    9.9571665029e-01    9.9556213018e-01
        46   -3.5534738334e+01    7.8941113537e-01    2.0309405041e+03    2.0290000000e+03    5.0000000000e-01   -3.5486145431e+01    9.9557597006e-01    9.9260719566e-01
        47   -3.5526448755e+01    7.7300602576e-01    2.0287535187e+03    2.0270000000e+03    5.0000000000e-01   -3.5488009098e+01    9.9479755927e-01    9.9062654169e-01
        48   -3.5540559506e+01    7.6149763908e-01    2.0239694503e+03    2.0220000000e+03    5.0000000000e-01   -3.5488005789e+01    9.9480178701e-01    9.9604352127e-01
        49   -3.5528764426e+01    7.8842522892e-01    2.0390576839e+03    2.0370000000e+03    7.5000000000e-01   -3.5487131479e+01    9.9443602675e-01    9.9312714777e-01
        50   -3.5525195807e+01    7.9044835051e-01    2.0362025711e+03    2.0350000000e+03    5.0000000000e-01   -3.5495552932e+01    9.9519163138e-01    9.9066339066e-01
        51   -3.5503875931e+01    7.3980858496e-01    2.0287696759e+03    2.0280000000e+03    5.0000000000e-01   -3.5494966802e+01    9.9464706890e-01    9.9309664694e-01
        52   -3.5526019770e+01    6.9720317489e-01    2.0300134093e+03    2.0290000000e+03    7.5000000000e-01   -3.5491407627e+01    9.9531904193e-01    9.9655002464e-01
        53   -3.5518515464e+01    7.5417476416e-01    2.0330868311e+03    2.0320000000e+03    7.5000000000e-01   -3.5492783457e+01    9.9601862665e-01    9.9704724409e-01
