#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -3.5377760119e+01    1.2524221040e+03   -4.7785949009e+01    1.2408188890e+01   -8.9719568934e+00    3.7980969778e+00   -6.1939896187e+00   -3.6418099474e+01    2.0480000000e+04    5.2379304100e-01    6.9854329427e-01
         1   -3.5369085372e+01    1.2518286391e+03   -4.7807379493e+01    1.2438294122e+01   -8.9597600964e+00    3.7696065611e+00   -6.1991264837e+00   -3.6418099474e+01    2.0480000000e+04    5.2099642700e-01    6.9739118304e-01
         2   -3.5374153233e+01    1.2522118954e+03   -4.7816033461e+01    1.2441880228e+01   -9.0397763509e+00    3.8407351921e+00   -6.1988928276e+00   -3.6418099474e+01    2.0480000000e+04    5.4030784000e-01    6.9814104353e-01
         3   -3.5373020098e+01    1.2520903878e+03   -4.7839474628e+01    1.2466454530e+01   -8.9847558370e+00    3.7464548820e+00   -6.1830741993e+00   -3.6418099474e+01    2.0480000000e+04    5.5501662500e-01    6.9824102493e-01
         4   -3.5382602341e+01    1.2527823091e+03   -4.7824711479e+01    1.2442109138e+01   -9.0294824992e+00    3.7989426370e+00   -6.1760721430e+00   -3.6418099474e+01    2.0480000000e+04    5.3510453200e-01    6.9745861235e-01
         5   -3.5374568614e+01    1.2522351501e+03   -4.7827768046e+01    1.2453199432e+01   -9.0238550031e+00    3.8128550031e+00   -6.1986685720e+00   -3.6418099474e+01    2.0480000000e+04    5.2641456500e-01    6.9771728516e-01
         6   -3.5383971772e+01    1.2528615915e+03   -4.7805787298e+01    1.2421815527e+01   -8.9648197411e+00    3.7908132419e+00   -6.2136813251e+00   -3.6418099474e+01    2.0480000000e+04    5.2314370000e-01    6.9811081659e-01
         7   -3.5382749000e+01    1.2527920023e+03   -4.7798036715e+01    1.2415287715e+01   -9.0187559648e+00    3.8175117783e+00   -6.1786930539e+00   -3.6418099474e+01    2.0480000000e+04    5.4354407500e-01    6.9770740327e-01
         8   -3.5363578221e+01    1.2514461231e+03   -4.7758398838e+01    1.2394820616e+01   -8.9335944584e+00    3.7991080922e+00   -6.2058129974e+00   -3.6418099474e+01    2.0480000000e+04    5.2257928200e-01    6.9856712705e-01
         9   -3.5368271184e+01    1.2517672120e+03   -4.7810131994e+01    1.2441860811e+01   -9.0517509331e+00    3.8306675202e+00   -6.1709491074e+00   -3.6418099474e+01    2.0480000000e+04    5.2293178200e-01    6.9771437872e-01
        10   -3.5376423813e+01    1.2523344707e+03   -4.7801729948e+01    1.2425306136e+01   -8.9887773972e+00    3.8006042364e+00   -6.1954573132e+00   -3.6418099474e+01    2.0480000000e+04    5.6692548900e-01    6.9812534877e-01
        11   -3.5377063659e+01    1.2523854901e+03   -4.7795452209e+01    1.2418388549e+01   -8.9939921543e+00    3.7809163976e+00   -6.1642769777e+00   -3.6418099474e+01    2.0480000000e+04    5.5496229300e-01    6.9776727586e-01
