# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         0   -3.5202848583e+01    8.7639967939e-01    2.0489057867e+03    2.0480000000e+03    0.0000000000e+00   -3.5158769852e+01    9.9568962101e-01    1.0000000000e+00
         1   -3.5195062695e+01    8.5968900196e-01    2.0478467393e+03    2.0480000000e+03    0.0000000000e+00   -3.5224957628e+01    9.9575117547e-01    9.8583984375e-01
         2   -3.5196452017e+01    8.7989856157e-01    2.0542245481e+03    2.0540000000e+03    5.6250000000e-01   -3.5191320838e+01    9.9556697432e-01    9.9659201558e-01
         3   -3.5197189790e+01    8.6476097684e-01    2.0547317088e+03    2.0610000000e+03    4.3750000000e-01   -3.5348188053e+01    9.9488317247e-01    9.8835516739e-01
         4   -3.5203382658e+01    8.6524901085e-01    2.0464509676e+03    2.0530000000e+03    5.0000000000e-01   -3.5361268636e+01    9.9573420682e-01    9.9074525085e-01
         5   -3.5226224560e+01    9.0372227691e-01    2.0521247726e+03    2.0500000000e+03    5.6250000000e-01   -3.5165550174e+01    9.9539094927e-01    9.8975609756e-01
         6   -3.5219386417e+01    8.8875682599e-01    2.0418721713e+03    2.0460000000e+03    5.6250000000e-01   -3.5326825743e+01    9.9554722944e-01    9.9217986315e-01
         7   -3.5230256335e+01    8.3361670957e-01    2.0482924418e+03    2.0420000000e+03    5.0000000000e-01   -3.5069556960e+01    9.9593115060e-01    9.9608227228e-01
         8   -3.5215872728e+01    8.4914248223e-01    2.0524348586e+03    2.0530000000e+03    4.3750000000e-01   -3.5237395518e+01    9.9456237270e-01    9.9512907940e-01
         9   -3.5225252228e+01    8.4706410257e-01    2.0527786244e+03    2.0570000000e+03    4.3750000000e-01   -3.5324028583e+01    9.9499010209e-01    9.9513855129e-01
        10   -3.5252622631e+01    8.4524790962e-01    2.0556904435e+03    2.0600000000e+03    4.3750000000e-01   -3.5341781964e+01    9.9559499259e-01    9.9271844660e-01
        11   -3.5265531913e+01    9.1573361018e-01    2.0425088234e+03    2.0500000000e+03    4.3750000000e-01   -3.5440025959e+01    9.9574024192e-01    9.9414634146e-01
        12   -3.5278066942e+01    8.9164318967e-01    2.0536864460e+03    2.0480000000e+03    3.1250000000e-01   -3.5131289937e+01    9.9563335862e-01    9.9609375000e-01
        13   -3.5287589026e+01    8.7186652757e-01    2.0494243400e+03    2.0550000000e+03    4.3750000000e-01   -3.5416703811e+01    9.9462038463e-01    9.8880778589e-01
        14   -3.5291997682e+01    8.6631929869e-01    2.0457559493e+03    2.0470000000e+03    6.2500000000e-01   -3.5322350866e+01    9.9462689847e-01    9.9071812408e-01
        15   -3.5294628266e+01    8.0895907646e-01    2.0452847362e+03    2.0430000000e+03    6.8750000000e-01   -3.5237181251e+01    9.9580639971e-01    9.9461576114e-01
        16   -3.5291704803e+01    8.2036968604e-01    2.0505669215e+03    2.0480000000e+03    3.1250000000e-01   -3.5228293663e+01    9.9567549768e-01    9.9414062500e-01
        17   -3.5307347465e+01    8.1454995498e-01    2.0558498948e+03    2.0580000000e+03    6.2500000000e-01   -3.5354334543e+01    9.9547425511e-01    9.8979591837e-01
        18   -3.5301735445e+01    8.1963307928e-01    2.0421995626e+03    2.0500000000e+03    5.0000000000e-01   -3.5498628935e+01    9.9514488520e-01    9.9024390244e-01
        19   -3.5316266867e+01    7.6902239936e-01    2.0461014422e+03    2.0400000000e+03    3.7500000000e-01   -3.5159922285e+01    9.9591105161e-01    9.9607843137e-01
        20   -3.5326395576e+01    7.7659525289e-01    2.0531061860e+03    2.0510000000e+03    4.3750000000e-01   -3.5269893861e+01    9.9533612109e-01    9.9609946368e-01
        21   -3.5336698461e+01    8.4619784133e-01    2.0610575814e+03    2.0610000000e+03    4.3750000000e-01   -3.5328885728e+01    9.9472947167e-01    9.9466278506e-01
        22   -3.5344817505e+01    8.1389319239e-01    2.0650875074e+03    2.0650000000e+03    5.0000000000e-01   -3.5337902551e+01    9.9435435764e-01    9.9564164649e-01
        23   -3.5338886836e+01    8.1525063749e-01    2.0809425729e+03    2.0810000000e+03    5.0000000000e-01   -3.5344279409e+01    9.9599443729e-01    9.9279192696e-01
        24   -3.5336650316e+01    8.2609831746e-01    2.0773393002e+03    2.0780000000e+03    5.6250000000e-01   -3.5352656838e+01    9.9590894895e-01    9.9230028874e-01
        25   -3.5341072713e+01    8.0363116358e-01    2.0714837680e+03    2.0720000000e+03    5.6250000000e-01   -3.5350913924e+01    9.9660670027e-01    9.9372586873e-01
        26   -3.5345094580e+01    8.0838108179e-01    2.0686939566e+03    2.0690000000e+03    4.3750000000e-01   -3.5348821674e+01    9.9571259933e-01    9.9371677139e-01
        27   -3.5354015048e+01    7.9474511266e-01    2.0669659980e+03    2.0670000000e+03    4.3750000000e-01   -3.5348570332e+01    9.9554358922e-01    9.9129172714e-01
        28   -3.5355506460e+01    7.8978165027e-01    2.0652405437e+03    2.0650000000e+03    4.3750000000e-01   -3.5349672003e+01    9.9532398600e-01    9.9273607748e-01
        29   -3.5352277011e+01    7.6850913792e-01    2.0621024924e+03    2.0620000000e+03    4.3750000000e-01   -3.5350509387e+01    9.9563844922e-01    9.9321047527e-01
        30   -3.5352253473e+01    7.6502704850e-01    2.0590794493e+03    2.0590000000e+03    3.1250000000e-01   -3.5350003833e+01    9.9504106491e-01    9.9417192812e-01
        31   -3.5387255249e+01    7.8938112311e-01    2.0587735086e+03    2.0580000000e+03    5.0000000000e-01   -3.5349365123e+01    9.9520738055e-01    9.9514091351e-01
        32   -3.5403012392e+01    7.4552937073e-01    2.0637453169e+03    2.0620000000e+03    4.3750000000e-01   -3.5352823650e+01    9.9556652814e-01    9.9418040737e-01
        33   -3.5400779388e+01    7.3361295503e-01    2.0616630674e+03    2.0600000000e+03    2.5000000000e-01   -3.5359499941e+01    9.9559403683e-01    9.9611650485e-01
        34   -3.5378728545e+01    8.0260548460e-01    2.0579817704e+03    2.0570000000e+03    4.3750000000e-01   -3.5361986050e+01    9.9540946830e-01    9.9222168206e-01
        35   -3.5382482106e+01    7.8728287212e-01    2.0497060678e+03    2.0490000000e+03    5.6250000000e-01   -3.5361758309e+01    9.9535655534e-01    9.9170326989e-01
        36   -3.5382886396e+01    7.7904733784e-01    2.0540718323e+03    2.0530000000e+03    4.3750000000e-01   -3.5359328048e+01    9.9473688788e-01    9.9366780321e-01
        37   -3.5408701927e+01    7.4539196864e-01    2.0492880430e+03    2.0480000000e+03    2.5000000000e-01   -3.5362890497e+01    9.9658266791e-01    9.9414062500e-01
        38   -3.5418482359e+01    7.5495405842e-01    2.0581077785e+03    2.0560000000e+03    3.1250000000e-01   -3.5363268395e+01    9.9579454584e-01    9.9610894942e-01
        39   -3.5418152055e+01    7.4414778147e-01    2.0618549453e+03    2.0600000000e+03    5.0000000000e-01   -3.5370502054e+01    9.9590563663e-01    9.9466019417e-01
        40   -3.5424794373e+01    7.4836416567e-01    2.0619050704e+03    2.0600000000e+03    1.2500000000e-01   -3.5374949749e+01    9.9484493529e-01    9.9271844660e-01
        41   -3.5420045540e+01    8.0151428612e-01    2.0628355299e+03    2.0610000000e+03    5.0000000000e-01   -3.5377668676e+01    9.9464844494e-01    9.9611838913e-01
        42   -3.5418886814e+01    7.7905394874e-01    2.0614859848e+03    2.0600000000e+03    3.1250000000e-01   -3.5380353632e+01    9.9607685207e-01    9.9563106796e-01
        43   -3.5420805477e+01    7.8887044749e-01    2.0664358165e+03    2.0650000000e+03    3.7500000000e-01   -3.5381688373e+01    9.9483257977e-01    9.9370460048e-01
        44   -3.5401380345e+01    7.8212537166e-01    2.0690941509e+03    2.0680000000e+03    4.3750000000e-01   -3.5385989947e+01    9.9524863781e-01    9.9419729207e-01
        45   -3.5401159008e+01    7.7307080432e-01    2.0614549732e+03    2.0610000000e+03    4.3750000000e-01   -3.5388249634e+01    9.9470792796e-01    9.9563318777e-01
        46   -3.5391159489e+01    7.5381715862e-01    2.0623636900e+03    2.0620000000e+03    2.5000000000e-01   -3.5385441399e+01    9.9521277330e-01    9.9612027158e-01
        47   -3.5412472397e+01    7.9650587948e-01    2.0685794781e+03    2.0680000000e+03    2.5000000000e-01   -3.5386336427e+01    9.9605584918e-01    9.9468085106e-01
        48   -3.5412330149e+01    7.6395700933e-01    2.0759559498e+03    2.0750000000e+03    5.0000000000e-01   -3.5390528845e+01    9.9501665117e-01    9.9325301205e-01
        49   -3.5415894935e+01    7.5938303519e-01    2.0768576542e+03    2.0760000000e+03    6.2500000000e-01   -3.5395185004e+01    9.9501717253e-01    9.9710982659e-01
        50   -3.5419696589e+01    7.5524172197e-01    2.0817683039e+03    2.0810000000e+03    3.7500000000e-01   -3.5396761532e+01    9.9461011227e-01    9.9519461797e-01
        51   -3.5414544008e+01    7.4182819548e-01    2.0896780900e+03    2.0890000000e+03    6.2500000000e-01   -3.5400314407e+01    9.9560087527e-01    9.9473432264e-01
        52   -3.5407685312e+01    7.5136083643e-01    2.0911924846e+03    2.0910000000e+03    5.0000000000e-01   -3.5405062496e+01    9.9517464501e-01    9.9234815878e-01
