# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         0   -3.5716217051e+01    8.5285988326e-01    2.0483278989e+03    2.0480000000e+03    0.0000000000e+00   -3.5700273285e+01    9.9578281041e-01    1.0000000000e+00
         1   -3.5729833092e+01    8.2568060099e-01    2.0482816380e+03    2.0480000000e+03    0.0000000000e+00   -3.5724221754e+01    9.9464888664e-01    9.8339843750e-01
         2   -3.5744369123e+01    8.6802639729e-01    2.0420610454e+03    2.0420000000e+03    1.0000000000e+00   -3.5736708548e+01    9.9433133091e-01    9.9461312439e-01
         3   -3.5741924439e+01    8.4195386826e-01    2.0478241210e+03    2.0420000000e+03    2.5000000000e-01   -3.5599164474e+01    9.9557183985e-01    9.9559255632e-01
         4   -3.5755377042e+01    8.0132668263e-01    2.0544855518e+03    2.0540000000e+03    2.5000000000e-01   -3.5737630334e+01    9.9512140159e-01    9.9221032132e-01
         5   -3.5768253822e+01    7.8050823418e-01    2.0448971240e+03    2.0510000000e+03    7.5000000000e-01   -3.5913465526e+01    9.9476608956e-01    9.9171136031e-01
         6   -3.5767742862e+01    8.0451568034e-01    2.0541773391e+03    2.0510000000e+03    1.0000000000e+00   -3.5692442570e+01    9.9513870859e-01    9.9268649439e-01
         7   -3.5767691559e+01    8.3510697981e-01    2.0489496101e+03    2.0550000000e+03    5.0000000000e-01   -3.5918329813e+01    9.9512239526e-01    9.9318734793e-01
         8   -3.5770982075e+01    8.0990611620e-01    2.0531597196e+03    2.0540000000e+03    5.0000000000e-01   -3.5790870025e+01    9.9517640901e-01    9.9269717624e-01
         9   -3.5800062160e+01    8.4283166760e-01    2.0534685089e+03    2.0580000000e+03    7.5000000000e-01   -3.5896793375e+01    9.9565134307e-01    9.8833819242e-01
        10   -3.5825448205e+01    8.1865028094e-01    2.0371598721e+03    2.0420000000e+03    7.5000000000e-01   -3.5933392749e+01    9.9410828221e-01    9.9363369246e-01
        11   -3.5818787271e+01    8.0261419765e-01    2.0475397294e+03    2.0370000000e+03    5.0000000000e-01   -3.5560093758e+01    9.9599933894e-01    9.9607265587e-01
        12   -3.5822018907e+01    7.7441254048e-01    2.0485184640e+03    2.0480000000e+03    2.5000000000e-01   -3.5807548934e+01    9.9568869109e-01    9.9560546875e-01
        13   -3.5835261977e+01    7.7566363007e-01    2.0496743784e+03    2.0500000000e+03    5.0000000000e-01   -3.5834675117e+01    9.9527496122e-01    9.9268292683e-01
        14   -3.5823912876e+01    7.8108975925e-01    2.0481309520e+03    2.0500000000e+03    7.5000000000e-01   -3.5876123655e+01    9.9500457340e-01    9.9268292683e-01
        15   -3.5853903244e+01    7.9154902254e-01    2.0485134016e+03    2.0480000000e+03    7.5000000000e-01   -3.5827109844e+01    9.9587110560e-01    9.9316406250e-01
        16   -3.5874675947e+01    8.0823046626e-01    2.0469171628e+03    2.0470000000e+03    7.5000000000e-01   -3.5866435893e+01    9.9506593277e-01    9.9364924279e-01
        17   -3.5874757725e+01    8.2289472894e-01    2.0460307005e+03    2.0450000000e+03    5.0000000000e-01   -3.5848232500e+01    9.9507823969e-01    9.9657701711e-01
        18   -3.5875687094e+01    8.7707184549e-01    2.0549210268e+03    2.0530000000e+03    5.0000000000e-01   -3.5826655994e+01    9.9597785370e-01    9.9512907940e-01
        19   -3.5880305304e+01    8.2382734498e-01    2.0521787046e+03    2.0590000000e+03    7.5000000000e-01   -3.6044372606e+01    9.9508986358e-01    9.9222923749e-01
        20   -3.5856774575e+01    8.0295526381e-01    2.0523811156e+03    2.0570000000e+03    7.5000000000e-01   -3.5982220521e+01    9.9472554878e-01    9.9659698590e-01
