#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -3.5176340877e+01    1.2382775620e+03   -4.7812140133e+01    1.2635799256e+01   -9.0890307915e+00    3.8111460180e+00   -6.1161558856e+00   -3.6418099474e+01    2.0480000000e+04    2.1841618580e+00    6.9804513114e-01
         1   -3.5182520127e+01    1.2387106236e+03   -4.7754650945e+01    1.2572130818e+01   -9.0773019496e+00    3.8497605292e+00   -6.1090100503e+00   -3.6418099474e+01    2.0480000000e+04    2.1825690930e+00    6.9719993955e-01
         2   -3.5183294340e+01    1.2387889108e+03   -4.7868159103e+01    1.2684864763e+01   -9.1697292885e+00    3.8417692110e+00   -6.1220995515e+00   -3.6418099474e+01    2.0480000000e+04    2.1846398800e+00    6.9696219308e-01
         3   -3.5185983439e+01    1.2389584496e+03   -4.7881522573e+01    1.2695539134e+01   -9.1761367975e+00    3.8380989673e+00   -6.1253852686e+00   -3.6418099474e+01    2.0480000000e+04    2.1840391960e+00    6.9720284598e-01
         4   -3.5186018119e+01    1.2389516401e+03   -4.7880348671e+01    1.2694330552e+01   -9.1710093586e+00    3.8419012800e+00   -6.1331411181e+00   -3.6418099474e+01    2.0480000000e+04    2.1992756460e+00    6.9748535156e-01
         5   -3.5190728488e+01    1.2392409289e+03   -4.7848002476e+01    1.2657273988e+01   -9.1553362612e+00    3.8676957676e+00   -6.1422625080e+00   -3.6418099474e+01    2.0480000000e+04    2.1914210450e+00    6.9650937035e-01
         6   -3.5189926578e+01    1.2391992676e+03   -4.7867791423e+01    1.2677864845e+01   -9.1420225641e+00    3.8330062576e+00   -6.1406756423e+00   -3.6418099474e+01    2.0480000000e+04    2.1918443630e+00    6.9734177362e-01
         7   -3.5183609292e+01    1.2387985876e+03   -4.7820012775e+01    1.2636403483e+01   -9.1624385705e+00    3.8806383526e+00   -6.1201130826e+00   -3.6418099474e+01    2.0480000000e+04    2.1953332950e+00    6.9736444382e-01
         8   -3.5186892509e+01    1.2389896679e+03   -4.7791635003e+01    1.2604742494e+01   -9.1470500535e+00    3.8990917018e+00   -6.1255771773e+00   -3.6418099474e+01    2.0480000000e+04    2.1895141900e+00    6.9742722284e-01
         9   -3.5184400343e+01    1.2388151108e+03   -4.7861631330e+01    1.2677230988e+01   -9.1351363519e+00    3.8209551478e+00   -6.1293506520e+00   -3.6418099474e+01    2.0480000000e+04    2.1899543370e+00    6.9682791574e-01
