# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         0   -3.5240176518e+01    7.1962240506e-01    2.0482484016e+03    2.0480000000e+03    0.0000000000e+00   -3.5215884970e+01    9.9795336658e-01    1.0000000000e+00
         1   -3.5248253867e+01    7.0115786473e-01    2.0480835190e+03    2.0480000000e+03    0.0000000000e+00   -3.5252304766e+01    9.9834176774e-01    9.9462890625e-01
         2   -3.5239554523e+01    6.9258203992e-01    2.0437962483e+03    2.0440000000e+03    7.5000000000e-01   -3.5252331860e+01    9.9823921877e-01    9.9608610568e-01
         3   -3.5245272790e+01    6.5401591713e-01    2.0543290907e+03    2.0500000000e+03    7.5000000000e-01   -3.5034082259e+01    9.9793701064e-01    9.9902439024e-01
         4   -3.5235537536e+01    6.9361791070e-01    2.0495586869e+03    2.0560000000e+03    5.0000000000e-01   -3.5553833881e+01    9.9817309156e-01    9.9659533074e-01
         5   -3.5232330076e+01    6.8207714102e-01    2.0494030392e+03    2.0510000000e+03    2.5000000000e-01   -3.5311616350e+01    9.9854651795e-01    9.9317406143e-01
         6   -3.5233534505e+01    6.9195107514e-01    2.0446836863e+03    2.0460000000e+03    1.0000000000e+00   -3.5300814392e+01    9.9847729674e-01    9.9608993157e-01
         7   -3.5222286903e+01    6.5977896526e-01    2.0441653969e+03    2.0410000000e+03    2.5000000000e-01   -3.5071473880e+01    9.9811357989e-01    9.9804017638e-01
         8   -3.5220721562e+01    6.9844810592e-01    2.0498296036e+03    2.0460000000e+03    5.0000000000e-01   -3.5034874917e+01    9.9874047257e-01    9.9755620723e-01
         9   -3.5205346796e+01    7.0634986682e-01    2.0459942055e+03    2.0480000000e+03    2.5000000000e-01   -3.5310017794e+01    9.9818949644e-01    9.9707031250e-01
        10   -3.5217049308e+01    7.1211200951e-01    2.0521149063e+03    2.0500000000e+03    7.5000000000e-01   -3.5107359618e+01    9.9791696675e-01    9.9707317073e-01
        11   -3.5213816515e+01    7.5581298053e-01    2.0468429211e+03    2.0510000000e+03    0.0000000000e+00   -3.5417770888e+01    9.9736050890e-01    9.9414919551e-01
        12   -3.5215636227e+01    7.1299597954e-01    2.0462145028e+03    2.0450000000e+03    7.5000000000e-01   -3.5157302557e+01    9.9820748413e-01    9.9804400978e-01
        13   -3.5233708237e+01    7.3709176579e-01    2.0479511079e+03    2.0460000000e+03    5.0000000000e-01   -3.5128415721e+01    9.9866786510e-01    9.9853372434e-01
        14   -3.5247310940e+01    7.4157237890e-01    2.0541839445e+03    2.0540000000e+03    7.5000000000e-01   -3.5231320897e+01    9.9801845819e-01    9.9561830574e-01
        15   -3.5253193477e+01    7.5724379273e-01    2.0469038243e+03    2.0530000000e+03    5.0000000000e-01   -3.5548806401e+01    9.9797051623e-01    9.9366780321e-01
        16   -3.5238848462e+01    7.5633002664e-01    2.0429395445e+03    2.0420000000e+03    5.0000000000e-01   -3.5199654944e+01    9.9862293546e-01    9.9804113614e-01
        17   -3.5234769903e+01    7.6467375762e-01    2.0469727822e+03    2.0420000000e+03    2.5000000000e-01   -3.4991450130e+01    9.9787546864e-01    9.9902056807e-01
        18   -3.5238192338e+01    7.6652691832e-01    2.0540434282e+03    2.0530000000e+03    5.0000000000e-01   -3.5184600202e+01    9.9812686447e-01    9.9659035558e-01
