#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -3.5636233390e+01    1.2707900360e+03   -4.7536460405e+01    1.1900227015e+01   -8.7077812431e+00    3.8997619554e+00   -6.3103416436e+00   -3.6418099474e+01    2.0480000000e+04    2.1756539300e+00    7.0017845517e-01
         1   -3.5631607859e+01    1.2704737418e+03   -4.7597857531e+01    1.1966249673e+01   -8.6068192850e+00    3.7432423489e+00   -6.3161811209e+00   -3.6418099474e+01    2.0480000000e+04    2.1681060100e+00    7.0013427734e-01
         2   -3.5608914141e+01    1.2688382910e+03   -4.7553430706e+01    1.1944516565e+01   -8.5867117919e+00    3.7433482259e+00   -6.2919676658e+00   -3.6418099474e+01    2.0480000000e+04    2.1815237960e+00    7.0025460379e-01
         3   -3.5623192274e+01    1.2698852257e+03   -4.7550641453e+01    1.1927449179e+01   -8.5725769257e+00    3.7405434890e+00   -6.3005085426e+00   -3.6418099474e+01    2.0480000000e+04    2.1821604970e+00    7.0050513858e-01
         4   -3.5603326378e+01    1.2684642650e+03   -4.7574969707e+01    1.1971643328e+01   -8.6202899335e+00    3.7738451554e+00   -6.3104254543e+00   -3.6418099474e+01    2.0480000000e+04    2.1774184540e+00    7.0049002511e-01
         5   -3.5628738481e+01    1.2702655519e+03   -4.7578225376e+01    1.1949486894e+01   -8.5408875875e+00    3.6907928643e+00   -6.3100311785e+00   -3.6418099474e+01    2.0480000000e+04    2.1769649510e+00    7.0022902716e-01
         6   -3.5595797221e+01    1.2679406425e+03   -4.7521607029e+01    1.1925809807e+01   -8.6211750118e+00    3.8059453752e+00   -6.2882779178e+00   -3.6418099474e+01    2.0480000000e+04    2.1849426960e+00    7.0006161644e-01
         7   -3.5614833778e+01    1.2692794218e+03   -4.7555249333e+01    1.1940415555e+01   -8.6329500842e+00    3.7673456423e+00   -6.2715454168e+00   -3.6418099474e+01    2.0480000000e+04    2.2018698760e+00    6.9999128069e-01
         8   -3.5611671986e+01    1.2690625059e+03   -4.7512690445e+01    1.1901018459e+01   -8.6161774971e+00    3.8055677835e+00   -6.2839812570e+00   -3.6418099474e+01    2.0480000000e+04    2.1800775820e+00    7.0013427734e-01
         9   -3.5614015804e+01    1.2692429993e+03   -4.7516269133e+01    1.1902253329e+01   -8.5518951506e+00    3.7678361484e+00   -6.3141106565e+00   -3.6418099474e+01    2.0480000000e+04    2.1844246170e+00    7.0057721819e-01
        10   -3.5605994374e+01    1.2686685267e+03   -4.7570439544e+01    1.1964445170e+01   -8.6520844947e+00    3.7769386436e+00   -6.2771942183e+00   -3.6418099474e+01    2.0480000000e+04    2.1823649270e+00    7.0035051618e-01
        11   -3.5605488170e+01    1.2686261146e+03   -4.7584508689e+01    1.1979020520e+01   -8.5999984543e+00    3.7542375714e+00   -6.3206483324e+00   -3.6418099474e+01    2.0480000000e+04    2.1925000980e+00    6.9997558594e-01
        12   -3.5623605446e+01    1.2699066607e+03   -4.7606970566e+01    1.1983365119e+01   -8.6140828370e+00    3.7406576302e+00   -6.3154458846e+00   -3.6418099474e+01    2.0480000000e+04    2.1825477580e+00    6.9980468750e-01
        13   -3.5612206887e+01    1.2691069282e+03   -4.7515825114e+01    1.1903618227e+01   -8.5792248190e+00    3.7623771624e+00   -6.2808779833e+00   -3.6418099474e+01    2.0480000000e+04    2.2125778800e+00    7.0020286923e-01
        14   -3.5623653341e+01    1.2699223358e+03   -4.7562137162e+01    1.1938483822e+01   -8.6202207872e+00    3.7787090413e+00   -6.3025259423e+00   -3.6418099474e+01    2.0480000000e+04    2.1834128460e+00    7.0054757254e-01
        15   -3.5597560039e+01    1.2680465786e+03   -4.7560507429e+01    1.1962947390e+01   -8.6307029192e+00    3.7954662142e+00   -6.3071712496e+00   -3.6418099474e+01    2.0480000000e+04    2.1916156990e+00    7.0011567615e-01
        16   -3.5625795328e+01    1.2700436250e+03   -4.7588910308e+01    1.1963114980e+01   -8.5863906043e+00    3.7455275211e+00   -6.3299477511e+00   -3.6418099474e+01    2.0480000000e+04    2.1933704590e+00    7.0055396670e-01
        17   -3.5616072840e+01    1.2693651087e+03   -4.7558096727e+01    1.1942023887e+01   -8.5847351584e+00    3.7586801554e+00   -6.3139422497e+00   -3.6418099474e+01    2.0480000000e+04    2.1924820070e+00    7.0008544922e-01
