#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -3.5312438044e+01    1.2476712268e+03   -4.8419123967e+01    1.3106685923e+01   -9.5634146322e+00    3.8429476257e+00   -6.2805574862e+00   -3.6418099474e+01    2.0510841739e+04    2.1067153010e+00    9.9894103900e-01
         1   -3.5313483637e+01    1.2477475808e+03   -4.8419625931e+01    1.3106142294e+01   -9.5846221082e+00    3.8576895907e+00   -6.2745939396e+00   -3.6418099474e+01    2.0459158241e+04    2.0744444510e+00    9.9895718338e-01
         2   -3.5326601873e+01    1.2486748069e+03   -4.8317843565e+01    1.2991241692e+01   -9.5605571249e+00    3.9506269878e+00   -6.2898139538e+00   -3.6418099474e+01    2.0464166739e+04    2.0705648160e+00    9.9892991558e-01
         3   -3.5308862185e+01    1.2474467281e+03   -4.8187695741e+01    1.2878833556e+01   -9.5641304719e+00    4.0828587959e+00   -6.2883245907e+00   -3.6418099474e+01    2.0473606933e+04    2.0864562230e+00    9.9892208300e-01
         4   -3.5304887610e+01    1.2471095253e+03   -4.8222021515e+01    1.2917133905e+01   -9.5568989576e+00    4.0253749814e+00   -6.2723980643e+00   -3.6418099474e+01    2.0672213924e+04    2.1274087190e+00    9.9900505762e-01
         5   -3.5314511287e+01    1.2478586006e+03   -4.8286448654e+01    1.2971937367e+01   -9.4658234403e+00    3.8658333970e+00   -6.2683591365e+00   -3.6418099474e+01    2.0871214227e+04    2.1204047700e+00    9.9909495295e-01
         6   -3.5309332346e+01    1.2474659696e+03   -4.8336461355e+01    1.3027129009e+01   -9.3801043125e+00    3.7396233307e+00   -6.2778808989e+00   -3.6418099474e+01    2.0913924235e+04    2.1173604090e+00    9.9897564074e-01
         7   -3.5316395036e+01    1.2479485707e+03   -4.8256136187e+01    1.2939741151e+01   -9.4314403833e+00    3.8888280155e+00   -6.2954243447e+00   -3.6418099474e+01    2.0752651599e+04    2.1148054470e+00    9.9900368242e-01
         8   -3.5312459169e+01    1.2476648801e+03   -4.8253366270e+01    1.2940907101e+01   -9.4703080927e+00    3.9269805836e+00   -6.2919392870e+00   -3.6418099474e+01    2.0754291936e+04    2.1062592460e+00    9.9900549901e-01
         9   -3.5318102795e+01    1.2480774410e+03   -4.8309874761e+01    1.2991771966e+01   -9.5291410458e+00    3.8996008479e+00   -6.2622350893e+00   -3.6418099474e+01    2.0865056903e+04    2.1149733040e+00    9.9896800296e-01
        10   -3.5324133935e+01    1.2485368997e+03   -4.8277329077e+01    1.2953195142e+01   -9.5891706267e+00    3.9546344006e+00   -6.2246933766e+00   -3.6418099474e+01    2.0754857633e+04    2.1125551900e+00    9.9889532803e-01
        11   -3.5341833132e+01    1.2497968321e+03   -4.8378830499e+01    1.3036997366e+01   -9.5455693485e+00    3.8102647938e+00   -6.2254264696e+00   -3.6418099474e+01    2.0705028977e+04    2.1057843450e+00    9.9896835364e-01
        12   -3.5348232266e+01    1.2502684513e+03   -4.8305784913e+01    1.2957552647e+01   -9.5659458285e+00    3.8998097415e+00   -6.2215493519e+00   -3.6418099474e+01    2.0747008189e+04    2.1042714170e+00    9.9897732907e-01
        13   -3.5343880490e+01    1.2499151430e+03   -4.8309099381e+01    1.2965218891e+01   -9.5986315166e+00    3.9325294123e+00   -6.2248978024e+00   -3.6418099474e+01    2.0669760769e+04    2.1274003860e+00    9.9902017709e-01
        14   -3.5330665112e+01    1.2489732883e+03   -4.8309367173e+01    1.2978702061e+01   -9.5856653404e+00    3.9494782178e+00   -6.2550805762e+00   -3.6418099474e+01    2.0715496562e+04    2.1128045820e+00    9.9894319091e-01
        15   -3.5311092579e+01    1.2476034440e+03   -4.8244387295e+01    1.2933294716e+01   -9.5758759367e+00    3.9941039006e+00   -6.2445157847e+00   -3.6418099474e+01    2.0764624464e+04    2.1007011600e+00    9.9894249948e-01
        16   -3.5299107401e+01    1.2467396043e+03   -4.8205746207e+01    1.2906638806e+01   -9.5164741957e+00    3.9980332332e+00   -6.2692057704e+00   -3.6418099474e+01    2.0657620387e+04    2.0978101730e+00    9.9899583817e-01
        17   -3.5301153085e+01    1.2468753914e+03   -4.8323472145e+01    1.3022319061e+01   -9.5086445815e+00    3.8817753187e+00   -6.2785034083e+00   -3.6418099474e+01    2.0620462675e+04    2.0872071440e+00    9.9899052513e-01
        18   -3.5325708080e+01    1.2486179401e+03   -4.8357411492e+01    1.3031703413e+01   -9.5276152535e+00    3.8700796275e+00   -6.2817763922e+00   -3.6418099474e+01    2.0584364596e+04    2.0876159880e+00    9.9893120871e-01
        19   -3.5318896063e+01    1.2481516907e+03   -4.8291347209e+01    1.2972451147e+01   -9.5224229455e+00    3.9482237891e+00   -6.2990485789e+00   -3.6418099474e+01    2.0699614008e+04    2.0915307790e+00    9.9897352913e-01
