#  Band    State   TwistIndex BandIndex Energy      Kx      Ky      Kz      K1      K2      K3    KmK 
       0        0       12        0    -0.253496  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       1        1       12        1    -0.235668  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       2        2       12        2    -0.195795  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       3        3       12        3    -0.159708  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       4        4       12        4    -0.135906  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       5        5       12        5     0.044977  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       6        6       12        6     0.076096  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       7        7       12        7     0.085261  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       8        8       12        8     0.102460  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
       9        9       12        9     0.116672  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      10       10       12       10     0.120616  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      11       11       12       11     0.164967  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      12       12       12       12     0.176270  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      13       13       12       13     0.187787  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      14       14       12       14     0.244477  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      15       15       12       15     0.261781  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      16       16       12       16     0.275369  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      17       17       12       17     0.314724  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      18       18       12       18     0.323656  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      19       19       12       19     0.355267  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      20       20       12       20     0.365789  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      21       21       12       21     0.420540  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      22       22       12       22     0.450518  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      23       23       12       23     0.498537  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
      24       24       12       24     0.505407  0.2392  0.1381  0.0344  0.3158  0.0000 -0.0000      1
