#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -3.6060011901e+01    1.3009977232e+03   -4.7802232594e+01    1.1742220693e+01   -8.5289133993e+00    3.6722317273e+00   -6.5274514474e+00   -3.6418099474e+01    2.0486018486e+04    2.0633805030e+00    9.9888436437e-01
         1   -3.6050825890e+01    1.3003448975e+03   -4.7808926828e+01    1.1758100938e+01   -8.4668401793e+00    3.6113243800e+00   -6.5353115544e+00   -3.6418099474e+01    2.0489269010e+04    2.0750453320e+00    9.9885528902e-01
         2   -3.6077015082e+01    1.3022425671e+03   -4.7746520315e+01    1.1669505233e+01   -8.5410550593e+00    3.7366539312e+00   -6.5240197124e+00   -3.6418099474e+01    2.0463275159e+04    2.0753984470e+00    9.9887623980e-01
         3   -3.6072514848e+01    1.3019035134e+03   -4.7803523901e+01    1.1731009052e+01   -8.5466494145e+00    3.6988183663e+00   -6.5375933784e+00   -3.6418099474e+01    2.0513927119e+04    2.1022433890e+00    9.9887712823e-01
         4   -3.6095791866e+01    1.3035898677e+03   -4.7788031354e+01    1.1692239487e+01   -8.4582849031e+00    3.6268048660e+00   -6.5384518424e+00   -3.6418099474e+01    2.0435900793e+04    2.0508776730e+00    9.9885683522e-01
         5   -3.6088155980e+01    1.3030509273e+03   -4.7817876915e+01    1.1729720936e+01   -8.5048298340e+00    3.6588797137e+00   -6.5538273208e+00   -3.6418099474e+01    2.0377152418e+04    2.0406956240e+00    9.9886415425e-01
         6   -3.6065777624e+01    1.3014295316e+03   -4.7740250210e+01    1.1674472586e+01   -8.5598481830e+00    3.7997488085e+00   -6.5620513611e+00   -3.6418099474e+01    2.0255954930e+04    2.0327864530e+00    9.9891042955e-01
         7   -3.6047643701e+01    1.3001111648e+03   -4.7603150273e+01    1.1555506572e+01   -8.5358951083e+00    3.9247730390e+00   -6.5739287301e+00   -3.6418099474e+01    2.0203879068e+04    2.0207805150e+00    9.9896605844e-01
         8   -3.6059002600e+01    1.3009546940e+03   -4.7703517593e+01    1.1644514993e+01   -8.4745628269e+00    3.7789090978e+00   -6.5897643899e+00   -3.6418099474e+01    2.0213568979e+04    2.0493301160e+00    9.9894521477e-01
         9   -3.6069539649e+01    1.3016949748e+03   -4.7845430927e+01    1.1775891279e+01   -8.4470812957e+00    3.5966150167e+00   -6.5768651743e+00   -3.6418099474e+01    2.0299446189e+04    2.0364083610e+00    9.9891790887e-01
        10   -3.6080999008e+01    1.3025438902e+03   -4.7958585702e+01    1.1877586694e+01   -8.4758254879e+00    3.5065662497e+00   -6.5712269894e+00   -3.6418099474e+01    2.0358655593e+04    2.0484225570e+00    9.9891046515e-01
        11   -3.6086852078e+01    1.3029435480e+03   -4.7947014862e+01    1.1860162784e+01   -8.5582858359e+00    3.5818189220e+00   -6.5524484739e+00   -3.6418099474e+01    2.0335967339e+04    2.0408449740e+00    9.9893728394e-01
        12   -3.6086637965e+01    1.3029544503e+03   -4.7847885650e+01    1.1761247686e+01   -8.5752100535e+00    3.7061514377e+00   -6.5607275602e+00   -3.6418099474e+01    2.0327809106e+04    2.0288434390e+00    9.9897201057e-01
        13   -3.6068217024e+01    1.3016299763e+03   -4.7717516851e+01    1.1649299827e+01   -8.5458595227e+00    3.8165263434e+00   -6.5700841978e+00   -3.6418099474e+01    2.0269740939e+04    2.0264402820e+00    9.9887231028e-01
        14   -3.6057332501e+01    1.3008607640e+03   -4.7728198441e+01    1.1670865940e+01   -8.5502300102e+00    3.7955919539e+00   -6.5554609102e+00   -3.6418099474e+01    2.0099462326e+04    2.0251770640e+00    9.9890364126e-01
        15   -3.6057160757e+01    1.3008163960e+03   -4.7722523222e+01    1.1665362465e+01   -8.5458241778e+00    3.7901029981e+00   -6.5487025681e+00   -3.6418099474e+01    2.0085555804e+04    2.0192454940e+00    9.9897044703e-01
        16   -3.6098177395e+01    1.3037779401e+03   -4.7775416805e+01    1.1677239410e+01   -8.4804059582e+00    3.6548905394e+00   -6.5318019115e+00   -3.6418099474e+01    2.0000359570e+04    2.0245634730e+00    9.9890486433e-01
        17   -3.6093430271e+01    1.3034165094e+03   -4.7798835537e+01    1.1705405266e+01   -8.4956396116e+00    3.6550828637e+00   -6.5401793149e+00   -3.6418099474e+01    2.0059041310e+04    2.0270324730e+00    9.9888854849e-01
        18   -3.6076591168e+01    1.3022448291e+03   -4.7782187801e+01    1.1705596633e+01   -8.4224893081e+00    3.6353095045e+00   -6.5769085234e+00   -3.6418099474e+01    2.0079379724e+04    2.0162419100e+00    9.9891834193e-01
        19   -3.6062643309e+01    1.3012166004e+03   -4.7756345535e+01    1.1693702226e+01   -8.4185161463e+00    3.6572228358e+00   -6.5769527507e+00   -3.6418099474e+01    2.0075306305e+04    2.0204497680e+00    9.9886313497e-01
        20   -3.6083690021e+01    1.3027328077e+03   -4.7802902048e+01    1.1719212027e+01   -8.5226671439e+00    3.7145954082e+00   -6.5767308378e+00   -3.6418099474e+01    2.0166909781e+04    2.0160313990e+00    9.9893009480e-01
        21   -3.6088799197e+01    1.3030832739e+03   -4.7756210677e+01    1.1667411481e+01   -8.5578963061e+00    3.8106336313e+00   -6.5908485285e+00   -3.6418099474e+01    2.0117100835e+04    2.0157314090e+00    9.9885634727e-01
        22   -3.6097044380e+01    1.3036455392e+03   -4.7773162156e+01    1.1676117776e+01   -8.4931255706e+00    3.7190851167e+00   -6.5810222275e+00   -3.6418099474e+01    2.0155649913e+04    2.0163584950e+00    9.9879640659e-01
        23   -3.6120688708e+01    1.3054341565e+03   -4.7841219384e+01    1.1720530675e+01   -8.4545597314e+00    3.6083614056e+00   -6.5769215835e+00   -3.6418099474e+01    2.0377028765e+04    2.0355005780e+00    9.9893384957e-01
        24   -3.6109370963e+01    1.3046510335e+03   -4.7878138451e+01    1.1768767488e+01   -8.4336555237e+00    3.5459084157e+00   -6.5722918688e+00   -3.6418099474e+01    2.0600183729e+04    2.0763903160e+00    9.9892831131e-01
        25   -3.6112974909e+01    1.3049058015e+03   -4.7837425930e+01    1.1724451021e+01   -8.4342524454e+00    3.5614415396e+00   -6.5465155501e+00   -3.6418099474e+01    2.0597169710e+04    2.0697108450e+00    9.9892121767e-01
        26   -3.6121193980e+01    1.3054931385e+03   -4.7785096460e+01    1.1663902480e+01   -8.5005134046e+00    3.6699312173e+00   -6.5364147985e+00   -3.6418099474e+01    2.0632551243e+04    2.0649752380e+00    9.9887970800e-01
        27   -3.6116917593e+01    1.3051754610e+03   -4.7880719513e+01    1.1763801921e+01   -8.5134893262e+00    3.5708565789e+00   -6.5199872918e+00   -3.6418099474e+01    2.0708417424e+04    2.0673765160e+00    9.9885805365e-01
