#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -3.5678922265e+01    1.2738773216e+03   -4.7542515297e+01    1.1863593032e+01   -8.5386867881e+00    3.7069628872e+00   -6.2926919221e+00   -3.6418099474e+01    2.0480000000e+04    5.2096819400e-01    6.9883277530e-01
         1   -3.5700746489e+01    1.2754276644e+03   -4.7522064755e+01    1.1821318267e+01   -8.5193081417e+00    3.7405226329e+00   -6.3251797723e+00   -3.6418099474e+01    2.0480000000e+04    5.2180571000e-01    6.9829159691e-01
         2   -3.5700497906e+01    1.2753997021e+03   -4.7432134859e+01    1.1731636954e+01   -8.4971320225e+00    3.7996154497e+00   -6.3165188124e+00   -3.6418099474e+01    2.0480000000e+04    5.1833848200e-01    6.9908970424e-01
         3   -3.5693489131e+01    1.2749190052e+03   -4.7505979008e+01    1.1812489876e+01   -8.5429211023e+00    3.7705880870e+00   -6.3155465182e+00   -3.6418099474e+01    2.0480000000e+04    5.6612929000e-01    6.9893101283e-01
         4   -3.5693710241e+01    1.2749634673e+03   -4.7452486280e+01    1.1758776039e+01   -8.5189917047e+00    3.7910915724e+00   -6.3064866738e+00   -3.6418099474e+01    2.0480000000e+04    5.7886579600e-01    6.9901529948e-01
         5   -3.5693716664e+01    1.2749313811e+03   -4.7493675710e+01    1.1799959046e+01   -8.4508693455e+00    3.6828342938e+00   -6.3075411846e+00   -3.6418099474e+01    2.0480000000e+04    5.5273265400e-01    6.9890369234e-01
         6   -3.5686201202e+01    1.2743914872e+03   -4.7465589880e+01    1.1779388678e+01   -8.5056062522e+00    3.7670558369e+00   -6.3089399909e+00   -3.6418099474e+01    2.0480000000e+04    5.4680509700e-01    6.9851713635e-01
         7   -3.5694195878e+01    1.2749317105e+03   -4.7486519528e+01    1.1792323650e+01   -8.4751438633e+00    3.7163900325e+00   -6.3096662232e+00   -3.6418099474e+01    2.0480000000e+04    5.2420263100e-01    6.9890601749e-01
         8   -3.5690897107e+01    1.2747179746e+03   -4.7436542115e+01    1.1745645008e+01   -8.4459484682e+00    3.7596855202e+00   -6.3321796932e+00   -3.6418099474e+01    2.0480000000e+04    5.2000902800e-01    6.9915597098e-01
         9   -3.5714730242e+01    1.2764180429e+03   -4.7515211605e+01    1.1800481363e+01   -8.4113037112e+00    3.6619788133e+00   -6.3477872327e+00   -3.6418099474e+01    2.0480000000e+04    5.3950449100e-01    6.9800967262e-01
        10   -3.5702504648e+01    1.2755627248e+03   -4.7478981890e+01    1.1776477243e+01   -8.5257503505e+00    3.7970638953e+00   -6.3321959610e+00   -3.6418099474e+01    2.0480000000e+04    5.2001937400e-01    6.9843633743e-01
        11   -3.5696317295e+01    1.2751103695e+03   -4.7466994256e+01    1.1770676961e+01   -8.5229047652e+00    3.7903581638e+00   -6.3163481808e+00   -3.6418099474e+01    2.0480000000e+04    5.1868372800e-01    6.9881417411e-01
        12   -3.5696408268e+01    1.2751154812e+03   -4.7448346930e+01    1.1751938662e+01   -8.4456179685e+00    3.7362336493e+00   -6.3208631363e+00   -3.6418099474e+01    2.0480000000e+04    5.2072497500e-01    6.9856828962e-01
        13   -3.5729601690e+01    1.2774727669e+03   -4.7474071830e+01    1.1744470141e+01   -8.4638331792e+00    3.7474269717e+00   -6.3395661485e+00   -3.6418099474e+01    2.0480000000e+04    5.1927805300e-01    6.9920654297e-01
        14   -3.5716822289e+01    1.2765745322e+03   -4.7482474671e+01    1.1765652382e+01   -8.4837957448e+00    3.7485269239e+00   -6.3291063758e+00   -3.6418099474e+01    2.0480000000e+04    5.1884352100e-01    6.9909377325e-01
        15   -3.5720393266e+01    1.2768239299e+03   -4.7520357517e+01    1.1799964251e+01   -8.5315939813e+00    3.7506773988e+00   -6.3213414601e+00   -3.6418099474e+01    2.0480000000e+04    5.2995794400e-01    6.9843168713e-01
        16   -3.5691704361e+01    1.2747653381e+03   -4.7478804236e+01    1.1787099875e+01   -8.4944084055e+00    3.7742421970e+00   -6.3405385531e+00   -3.6418099474e+01    2.0480000000e+04    5.5610740500e-01    6.9907865978e-01
        17   -3.5699552593e+01    1.2753533182e+03   -4.7438755418e+01    1.1739202825e+01   -8.4933066276e+00    3.8028585381e+00   -6.3302078540e+00   -3.6418099474e+01    2.0480000000e+04    5.5026023500e-01    6.9917050316e-01
        18   -3.5690510100e+01    1.2746596523e+03   -4.7481762878e+01    1.1791252778e+01   -8.4139911041e+00    3.6703667326e+00   -6.3200390321e+00   -3.6418099474e+01    2.0480000000e+04    5.2763297100e-01    6.9898100353e-01
        19   -3.5706722549e+01    1.2758351849e+03   -4.7502730889e+01    1.1796008341e+01   -8.4795869689e+00    3.7363964009e+00   -6.3414408472e+00   -3.6418099474e+01    2.0480000000e+04    5.3376879900e-01    6.9854271298e-01
