# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         0   -3.5508561363e+01    8.8888017570e-01    2.0488571488e+03    2.0480000000e+03    0.0000000000e+00   -3.5466787493e+01    9.9523447552e-01    1.0000000000e+00
         1   -3.5515734725e+01    8.5758590599e-01    2.0481532490e+03    2.0480000000e+03    0.0000000000e+00   -3.5529483469e+01    9.9540815138e-01    9.8779296875e-01
         2   -3.5522484706e+01    8.4429290582e-01    2.0509766192e+03    2.0510000000e+03    7.5000000000e-01   -3.5519476015e+01    9.9482557511e-01    9.9219892735e-01
         3   -3.5546088331e+01    8.1996686524e-01    2.0445288566e+03    2.0470000000e+03    7.5000000000e-01   -3.5595103312e+01    9.9637747356e-01    9.9120664387e-01
         4   -3.5563351821e+01    8.1613033296e-01    2.0478853648e+03    2.0440000000e+03    5.0000000000e-01   -3.5461271721e+01    9.9540616413e-01    9.9510763209e-01
         5   -3.5554634509e+01    8.0220765787e-01    2.0499474275e+03    2.0500000000e+03    7.5000000000e-01   -3.5560553031e+01    9.9616826099e-01    9.9073170732e-01
         6   -3.5569882393e+01    7.7933237393e-01    2.0434629804e+03    2.0450000000e+03    5.0000000000e-01   -3.5602156536e+01    9.9508673149e-01    9.9511002445e-01
         7   -3.5579620196e+01    8.1500063154e-01    2.0476294537e+03    2.0430000000e+03    7.5000000000e-01   -3.5458992439e+01    9.9578247066e-01    9.9118942731e-01
         8   -3.5628945445e+01    8.2209398560e-01    2.0434284605e+03    2.0420000000e+03    1.0000000000e+00   -3.5570572836e+01    9.9503793683e-01    9.9167482860e-01
         9   -3.5644980243e+01    8.2791120220e-01    2.0499411976e+03    2.0450000000e+03    5.0000000000e-01   -3.5517210840e+01    9.9594339275e-01    9.9511002445e-01
        10   -3.5631274842e+01    8.1657318473e-01    2.0447582268e+03    2.0470000000e+03    2.5000000000e-01   -3.5692350317e+01    9.9529603168e-01    9.9364924279e-01
        11   -3.5638523738e+01    8.1436670296e-01    2.0483594295e+03    2.0450000000e+03    7.5000000000e-01   -3.5552067283e+01    9.9559108289e-01    9.9608801956e-01
        12   -3.5650686156e+01    8.2121919361e-01    2.0529180499e+03    2.0530000000e+03    7.5000000000e-01   -3.5647298103e+01    9.9563807084e-01    9.9659035558e-01
        13   -3.5624944131e+01    8.0185899638e-01    2.0555233437e+03    2.0610000000e+03    2.5000000000e-01   -3.5770611796e+01    9.9483007087e-01    9.9223677826e-01
        14   -3.5650066222e+01    7.8846505385e-01    2.0490338801e+03    2.0560000000e+03    1.2500000000e+00   -3.5808282972e+01    9.9499997271e-01    9.9562256809e-01
        15   -3.5651749784e+01    7.9960547886e-01    2.0589555249e+03    2.0600000000e+03    5.0000000000e-01   -3.5675301067e+01    9.9520318521e-01    9.9466019417e-01
        16   -3.5658588145e+01    7.9357222801e-01    2.0542036619e+03    2.0650000000e+03    7.5000000000e-01   -3.5918505799e+01    9.9521776757e-01    9.8886198547e-01
        17   -3.5680915337e+01    7.9440880766e-01    2.0413898654e+03    2.0470000000e+03    7.5000000000e-01   -3.5809815806e+01    9.9497969476e-01    9.9364924279e-01
        18   -3.5690105462e+01    7.7198631648e-01    2.0517777450e+03    2.0450000000e+03    5.0000000000e-01   -3.5519274099e+01    9.9557931498e-01    9.9657701711e-01
        19   -3.5679671010e+01    8.0501485628e-01    2.0489365520e+03    2.0530000000e+03    7.5000000000e-01   -3.5782250606e+01    9.9608824984e-01    9.8733560643e-01
        20   -3.5679394291e+01    8.0816436946e-01    2.0351614998e+03    2.0360000000e+03    0.0000000000e+00   -3.5702530822e+01    9.9527283206e-01    9.9459724951e-01
        21   -3.5685055495e+01    7.5215200234e-01    2.0373475932e+03    2.0370000000e+03    2.5000000000e-01   -3.5673105761e+01    9.9497467587e-01    9.9165439372e-01
        22   -3.5677286448e+01    7.2662073827e-01    2.0362121717e+03    2.0360000000e+03    7.5000000000e-01   -3.5677009948e+01    9.9586428743e-01    9.9263261297e-01
        23   -3.5683570680e+01    7.3473389312e-01    2.0302035562e+03    2.0300000000e+03    5.0000000000e-01   -3.5674806341e+01    9.9491214121e-01    9.9014778325e-01
        24   -3.5676800176e+01    7.4854724935e-01    2.0163434828e+03    2.0160000000e+03    5.0000000000e-01   -3.5672599083e+01    9.9525207246e-01    9.9404761905e-01
        25   -3.5683208201e+01    7.5283526803e-01    2.0176000799e+03    2.0170000000e+03    2.5000000000e-01   -3.5664843425e+01    9.9528061200e-01    9.9553792762e-01
        26   -3.5692198249e+01    7.1940236321e-01    2.0198468947e+03    2.0190000000e+03    2.5000000000e-01   -3.5665930900e+01    9.9557471252e-01    9.9455175830e-01
        27   -3.5684478107e+01    7.1193796051e-01    2.0227645870e+03    2.0220000000e+03    1.2500000000e+00   -3.5668659941e+01    9.9470152690e-01    9.9406528190e-01
        28   -3.5692450112e+01    7.2472880825e-01    2.0206727222e+03    2.0200000000e+03    5.0000000000e-01   -3.5670350432e+01    9.9590557029e-01    9.9306930693e-01
        29   -3.5698261276e+01    7.6435770722e-01    2.0190288980e+03    2.0180000000e+03    7.5000000000e-01   -3.5670393642e+01    9.9585815031e-01    9.9405351833e-01
        30   -3.5701258940e+01    7.3337061550e-01    2.0211353388e+03    2.0200000000e+03    7.5000000000e-01   -3.5671023249e+01    9.9574145049e-01    9.9356435644e-01
        31   -3.5695167191e+01    7.0432812114e-01    2.0210529896e+03    2.0200000000e+03    5.0000000000e-01   -3.5673519511e+01    9.9596568772e-01    9.9554455446e-01
        32   -3.5706986539e+01    7.5437517465e-01    2.0240138076e+03    2.0230000000e+03    5.0000000000e-01   -3.5674182381e+01    9.9472981723e-01    9.9406821552e-01
        33   -3.5710744671e+01    7.0451472604e-01    2.0253071792e+03    2.0240000000e+03    2.5000000000e-01   -3.5677150843e+01    9.9537569437e-01    9.9456521739e-01
        34   -3.5720868594e+01    7.5195591404e-01    2.0214066304e+03    2.0200000000e+03    7.5000000000e-01   -3.5679347702e+01    9.9616398541e-01    9.9207920792e-01
        35   -3.5718433728e+01    7.7649580001e-01    2.0257240581e+03    2.0240000000e+03    1.0000000000e+00   -3.5679445178e+01    9.9542845241e-01    9.9555335968e-01
        36   -3.5729340435e+01    7.9591458205e-01    2.0275636477e+03    2.0260000000e+03    5.0000000000e-01   -3.5683198658e+01    9.9509458987e-01    9.9506416584e-01
        37   -3.5717124270e+01    7.8199720824e-01    2.0264415357e+03    2.0250000000e+03    5.0000000000e-01   -3.5686177258e+01    9.9506433935e-01    9.9160493827e-01
        38   -3.5724942980e+01    7.3963450259e-01    2.0244516779e+03    2.0230000000e+03    2.5000000000e-01   -3.5686785799e+01    9.9477771665e-01    9.9307958478e-01
        39   -3.5727555136e+01    7.6710676641e-01    2.0195241970e+03    2.0180000000e+03    7.5000000000e-01   -3.5687254674e+01    9.9620717181e-01    9.9355797820e-01
        40   -3.5723037977e+01    7.8915524419e-01    2.0165699797e+03    2.0150000000e+03    2.5000000000e-01   -3.5686254506e+01    9.9519071063e-01    9.9602977667e-01
        41   -3.5728922140e+01    7.7783951142e-01    2.0205288047e+03    2.0190000000e+03    7.5000000000e-01   -3.5685875450e+01    9.9549888594e-01    9.9504705300e-01
        42   -3.5747541220e+01    7.6838412489e-01    2.0219547709e+03    2.0200000000e+03    7.5000000000e-01   -3.5689090356e+01    9.9510708314e-01    9.9257425743e-01
        43   -3.5720718139e+01    7.2727336665e-01    2.0197995883e+03    2.0180000000e+03    7.5000000000e-01   -3.5691750038e+01    9.9499755505e-01    9.9752229931e-01
        44   -3.5731049061e+01    8.0784373798e-01    2.0232186069e+03    2.0220000000e+03    7.5000000000e-01   -3.5691357294e+01    9.9565401343e-01    9.9505440158e-01
