#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
         0   -3.5149198542e+01    1.2363721531e+03   -4.7781210791e+01    1.2632012250e+01   -9.2399723487e+00    3.9719788394e+00   -6.0951178079e+00   -3.6418099474e+01    1.0233697452e+04    1.1161987600e+00    9.9720682094e-01
         1   -3.5212219803e+01    1.2407975095e+03   -4.7900513069e+01    1.2688293266e+01   -9.1822621831e+00    3.7957084125e+00   -6.0958598237e+00   -3.6418099474e+01    1.0252284464e+04    1.1292979410e+00    9.9725381820e-01
         2   -3.5253882725e+01    1.2437114228e+03   -4.7901687387e+01    1.2647804662e+01   -9.2382080175e+00    3.8755779926e+00   -6.1209578883e+00   -3.6418099474e+01    1.0251086631e+04    1.1301598700e+00    9.9728113294e-01
         3   -3.5287391216e+01    1.2460769134e+03   -4.8004627508e+01    1.2717236292e+01   -9.1993608642e+00    3.7784036669e+00   -6.1655708366e+00   -3.6418099474e+01    1.0237724227e+04    1.1243189120e+00    9.9724576567e-01
         4   -3.5309663012e+01    1.2475723207e+03   -4.8026713277e+01    1.2717050265e+01   -9.1966110942e+00    3.7905434323e+00   -6.2025461408e+00   -3.6418099474e+01    1.0229624794e+04    1.1209037740e+00    9.9717301168e-01
         5   -3.5331236276e+01    1.2490356944e+03   -4.7996744472e+01    1.2665508196e+01   -9.2599270823e+00    3.8821787491e+00   -6.2008966642e+00   -3.6418099474e+01    1.0231549876e+04    1.1221971460e+00    9.9717512152e-01
         6   -3.5349106342e+01    1.2503031170e+03   -4.8024418527e+01    1.2675312185e+01   -9.2346652369e+00    3.8611952583e+00   -6.2328490743e+00   -3.6418099474e+01    1.0296969267e+04    1.1306404390e+00    9.9734216041e-01
         7   -3.5366228749e+01    1.2515225591e+03   -4.8119086465e+01    1.2752857716e+01   -9.2851906711e+00    3.7887472823e+00   -6.2045436022e+00   -3.6418099474e+01    1.0346844492e+04    1.1292417690e+00    9.9717863359e-01
         8   -3.5363733791e+01    1.2513442485e+03   -4.8080079249e+01    1.2716345457e+01   -9.2918282516e+00    3.8660447579e+00   -6.2361962809e+00   -3.6418099474e+01    1.0337626667e+04    1.1315873230e+00    9.9713525468e-01
         9   -3.5381914157e+01    1.2526107565e+03   -4.8054593718e+01    1.2672679561e+01   -9.2765141905e+00    3.8752263672e+00   -6.2352064202e+00   -3.6418099474e+01    1.0285669984e+04    1.1318002530e+00    9.9730405781e-01
        10   -3.5363606845e+01    1.2513110983e+03   -4.7963837015e+01    1.2600230170e+01   -9.2763920691e+00    3.9760721130e+00   -6.2454175847e+00   -3.6418099474e+01    1.0269947787e+04    1.1321699310e+00    9.9711280246e-01
        11   -3.5352487743e+01    1.2505154222e+03   -4.8001828503e+01    1.2649340760e+01   -9.2881346808e+00    3.9480389180e+00   -6.2436332664e+00   -3.6418099474e+01    1.0347100098e+04    1.1303416560e+00    9.9710144928e-01
        12   -3.5360838641e+01    1.2511481430e+03   -4.8078717369e+01    1.2717878728e+01   -9.2524132043e+00    3.8174166662e+00   -6.2256213570e+00   -3.6418099474e+01    1.0339049435e+04    1.1314493950e+00    9.9724690147e-01
        13   -3.5382286175e+01    1.2526193260e+03   -4.8066348066e+01    1.2684061891e+01   -9.2520802961e+00    3.8421132482e+00   -6.2382815441e+00   -3.6418099474e+01    1.0391367036e+04    1.1365022590e+00    9.9728765315e-01
        14   -3.5398086950e+01    1.2537626608e+03   -4.8067385475e+01    1.2669298525e+01   -9.2721914106e+00    3.8571007679e+00   -6.2341953577e+00   -3.6418099474e+01    1.0462831029e+04    1.1412417270e+00    9.9746971166e-01
        15   -3.5391368227e+01    1.2533244290e+03   -4.8121982406e+01    1.2730614179e+01   -9.3253199185e+00    3.8742955222e+00   -6.2528585356e+00   -3.6418099474e+01    1.0479358565e+04    1.1409894690e+00    9.9718116871e-01
        16   -3.5415613104e+01    1.2550255835e+03   -4.8205271650e+01    1.2789658546e+01   -9.3592783756e+00    3.8650052122e+00   -6.2928990124e+00   -3.6418099474e+01    1.0472062918e+04    1.1427653270e+00    9.9717793672e-01
        17   -3.5412844537e+01    1.2547369280e+03   -4.8224047171e+01    1.2811202634e+01   -9.4362293654e+00    3.9345789037e+00   -6.3042972352e+00   -3.6418099474e+01    1.0534606623e+04    1.1539208760e+00    9.9712752825e-01
        18   -3.5408750563e+01    1.2544788286e+03   -4.8310023470e+01    1.2901272908e+01   -9.3766887113e+00    3.7867768720e+00   -6.3020121569e+00   -3.6418099474e+01    1.0624105743e+04    1.1782351800e+00    9.9732722798e-01
        19   -3.5411372587e+01    1.2546810144e+03   -4.8300873586e+01    1.2889500999e+01   -9.3435181029e+00    3.7679815674e+00   -6.3072375762e+00   -3.6418099474e+01    1.0643040855e+04    1.1666626690e+00    9.9742980620e-01
        20   -3.5421107405e+01    1.2553545158e+03   -4.8229420815e+01    1.2808313410e+01   -9.4400290271e+00    3.9340482309e+00   -6.3053405444e+00   -3.6418099474e+01    1.0597669679e+04    1.1606838970e+00    9.9724600553e-01
        21   -3.5432423287e+01    1.2562262194e+03   -4.8199150822e+01    1.2766727536e+01   -9.4072668950e+00    3.9516054236e+00   -6.3253898766e+00   -3.6418099474e+01    1.0610530978e+04    1.1642506740e+00    9.9721208366e-01
        22   -3.5445753426e+01    1.2571516171e+03   -4.8185955465e+01    1.2740202039e+01   -9.3230812809e+00    3.8599899538e+00   -6.3047646643e+00   -3.6418099474e+01    1.0623337005e+04    1.1677097900e+00    9.9725533461e-01
        23   -3.5454115947e+01    1.2577067261e+03   -4.8157013011e+01    1.2702897064e+01   -9.3447241146e+00    3.9018391148e+00   -6.2960285370e+00   -3.6418099474e+01    1.0635604003e+04    1.1653674810e+00    9.9727833555e-01
        24   -3.5433538110e+01    1.2562528229e+03   -4.8207819023e+01    1.2774280913e+01   -9.3309937485e+00    3.8442757634e+00   -6.3030015636e+00   -3.6418099474e+01    1.0657694459e+04    1.1799973330e+00    9.9736566924e-01
        25   -3.5432223448e+01    1.2561554622e+03   -4.8295504662e+01    1.2863281214e+01   -9.3031505838e+00    3.7604509308e+00   -6.3347055348e+00   -3.6418099474e+01    1.0661164611e+04    1.1725496090e+00    9.9727645490e-01
        26   -3.5433177708e+01    1.2562071510e+03   -4.8160111546e+01    1.2726933839e+01   -9.3035755379e+00    3.9120598498e+00   -6.3504963840e+00   -3.6418099474e+01    1.0739760525e+04    1.1808262050e+00    9.9727346483e-01
        27   -3.5443303594e+01    1.2569517557e+03   -4.8256800854e+01    1.2813497260e+01   -9.2727968336e+00    3.7840308922e+00   -6.3499354386e+00   -3.6418099474e+01    1.0748087575e+04    1.1809402320e+00    9.9741812430e-01
